int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
181104001,"",-1,"obj_0100","",false,"f00iconobj00",1,0,"","ef_220151","","","",0,0,-39.401,-25.387,3.622,-1.904,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104002,"",-1,"obj_0150","",false,"f00iconobj00",1,0,"","ef_220154","","","",0,0,16.595,-34.395,-28.717,-1.904,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104100,"",-1,"DLCEP3_door_08b","",false,"d50largedoor01",1,0,"","","","","",0,0,19,-34.288,-29.8,91.974,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104101,"",-1,"DLCEP3_door_08b_white","",false,"d50whiteexit01",1,0,"","","","","",0,0,19,-34.288,-29.8,271.974,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104102,"",-1,"DLCEP3_doorcol_08","",false,"f00iconobj00",1,0,"","","","","",0,0,19,-34.288,-29.8,271.974,0,0,1,1,"wall_cl",6,5,0.5,1,0,2,160,160,2,2,34,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104103,"",-1,"DLCEP3_movestart_08","",false,"f00iconobj00",1,0,"","","","","",0,0,18.75,-34.288,-29.8,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104104,"",-1,"DLCEP3_moveend_08","",false,"f00iconobj00",1,0,"","","","","",0,0,20,-34.288,-29.8,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104105,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-57.841,-22.458,1.426,270,0,0,1,1,"wall_cl",8,5,1,1,0,0,0,0,0,0,0,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104106,"",99,"DLCEP3_door_01","",false,"d50largedoor02",1,0,"","","","","",0,0,-40.032,-25.408,-0.662,336,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104107,"",99,"DLCEP3_doorcol_01","",false,"f00iconobj00",1,0,"","","","","",0,0,-40.032,-25.408,-0.662,336,0,0,1,1,"wall_cl",4,5,0.5,1,0,0,0,0,0,0,0,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104108,"",99,"DLCEP3_movestart_01","",false,"f00iconobj00",1,0,"","","","","",0,0,-40.525,-25.387,0.446,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181104109,"",99,"DLCEP3_moveend_01","",false,"f00iconobj00",1,0,"","","","","",0,0,-38.681,-25.387,-3.698,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
