string2 0,string 1,string 2,string 3
"f_t0301_0010_0010","char_TOUDO","Yes, this is Shiroki.","f_t0301_0010_0010"
"f_t0301_0010_0020","char_TOUDO","A strange light in a back alley of the shopping district? 
Understood. We'll investigate immediately.","f_t0301_0010_0020"
"f_t0302_0010_0010","char_MAN","What's the big deal with those people? Why all the fuss
over some vehicle in the square?",""
"f_t0302_0020_0010","char_YOUNG_MAN","What's up with that vehicle and those people? Never seen
them before... A crowd is gatherin' around to gawk.",""
"f_t0302_0040_0010","char_PUBLIC_SECURITY_PERSONNEL","The target's in the underground... Everyone, take up
positions.",""
"f_t0302_0040_0020","char_SPECIAL_FORCES","Sir! Yes, sir!",""
"f_t0302_0050_0010","char_TOUDO","Say, that man just now...",""
"f_t0302_0050_0020","char_TOUDO","Perhaps we should keep an eye on him.",""
"f_t0302_0060_0010","char_SUMERAGI","Yeah... He said, ""This organization never changes!"" didn't
he?",""
"f_t0302_0060_0020","char_SUMERAGI","Could he know about the Anomalous Affairs Division...?",""
"f_t0302_0070_0010","char_WOMAN_LIKE_MOTHER","Where in the world did those kids run off to? I just hope
they're okay...",""
"f_t0302_0080_0010","char_PUBLIC_SECURITY_PERSONNEL","This area is currently off-limits. Turn back immediately.",""
"f_t0302_0090_0010","char_AEGIOMON","Let's see... We still haven't looked that way, so let's
check it out.",""
"f_t0302_0100_0010","char_YOUNG_WOMAN","The Tokyo Metropolitan Government Building sure is huge!
Just look how tall it is!",""
"f_t0302_0100_0020","char_YOUNG_WOMAN","Huh? What do you mean, ""Is it still standing?"" If a building
that big collapsed, it'd be mayhem around here.",""
"f_t0302_0100_0030","char_YOUNG_WOMAN","Law and order's alive and well here in Japan, you know! A
lot of weird stuff's been happening lately, but still...",""
"f_t0302_0110_0010","char_PUBLIC_SECURITY_PERSONNEL","I remember you guys from before. What're you doing here?",""
"f_t0302_0110_0020","","{next}We're looking for Dr. Simmons.",""
"f_t0302_0110_0021","","Nothing, really.{end}",""
"f_t0302_0110_0030","char_PUBLIC_SECURITY_PERSONNEL","Dr. Simmons?",""
"f_t0302_0110_0040","char_PUBLIC_SECURITY_PERSONNEL","Then you'd better clear out.",""
"f_t0302_0110_0050","char_PUBLIC_SECURITY_PERSONNEL","You won't find her here.",""
"f_t0302_0110_0060","char_PUBLIC_SECURITY_PERSONNEL","Hmph. Trolling for parts over in Akihabara at a time like
this... Who knows what's going through that lady's head?",""
"f_t0302_0110_0070","char_AEGIOMON","Akihabara?",""
"f_t0302_0110_0080","char_PUBLIC_SECURITY_PERSONNEL","Whoops. I've said too much...",""
"f_t0302_0110_0090","char_PUBLIC_SECURITY_PERSONNEL","Go on, now. Get out of here! This area will be closed off
again any minute now, too.",""
"f_t0302_0110_0100","char_PUBLIC_SECURITY_PERSONNEL","Hm? Say, didn't I see you at the Kabukicho theater square?",""
"f_t0302_0110_0110","char_INORI","Um, we don't want to disturb your work... Excuse us!",""
"f_t0302_0110_0120","char_MINERVAMON","You sure? I bet I could squeeze a little more information
out of him... That noggin of his looks real squeezable...",""
"f_t0302_0110_0130","char_INORI","Nobody's squeezing anything! Come on. Let's go, already!",""
"f_t0302_0120_0010","char_MAN_IN_WHITECOAT","We've been filled in. Please go on inside.",""
"f_t0302_0130_0010","char_OPERATOR_M","A scientist working for public safety, huh. If she's
accomplished, there must be some public info on her. ","f_t0302_0130_0010_M f_t0302_0130_0010_F"
"f_t0302_0130_0020","char_OPERATOR_M","I'll see what I can find out about her. You'll hear from me
as soon as I learn anything, so sit tight.","f_t0302_0130_0020_M f_t0302_0130_0020_F"
"f_t0302_0140_0010","","Perhaps we should talk to that man.",""
"f_t0302_0150_0010","char_TAKEMIYA","I need to have a little talk with this person. I leave the
half-pint to you.",""
"f_t0302_0160_0010","char_SIMMONS","Ah, you're back! Great work out there.","f_t0302_0160_0010"
"f_t0302_0160_0020","char_SIMMONS","All of the Digimon around Shinjuku have been successfully
eliminated.","f_t0302_0160_0020"
