int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
170108001,"",-1,"","",false,"f00squadvehicle00",1,0,"","","","","",0,0,10.719,-0.602,47.613,2.523,0,0,1,1,"wall_cl",1,3,8,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108002,"",-1,"","",false,"f00squadvehicle00",1,0,"","","","","",0,0,10.929,-0.611,41.51,-116.577,0,0,1,1,"wall_cl",1,3,8,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108003,"",-1,"","",false,"f00squadvehicle00",1,0,"","","","","",0,0,5.283,-0.633,33.069,-14.629,0,0,1,1,"wall_cl",1,3,8,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108004,"",-1,"","",false,"f00squadvehicle00",1,0,"","","","","",0,0,1.997,-0.6,26.906,-139.221,0,0,1,1,"wall_cl",1,3,8,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108005,"",-1,"","",false,"f00squadvehicle00",1,0,"","","","","",0,0,11.592,-0.337,21.922,-30,0,0,1,1,"wall_cl",1,3,8,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108006,"",-1,"","",false,"f00squadvehicle00",1,0,"","","","","",0,0,-9.299,-0.637,12.681,0,0,0,1,1,"wall_cl",1,3,8,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108007,"",-1,"","",false,"f00ambulance00",1,0,"","","","","",0,0,23.759,-0.448,48.261,2.523,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108008,"",-1,"","",false,"f00bus01",1,0,"","","","","",0,0,18.953,-0.356,35.524,-116.577,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108009,"",-1,"","",false,"f00car00",1,0,"","","","","",0,0,27.623,-0.213,27.351,-70.414,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108010,"",-1,"","",false,"f00car01",1,0,"","","","","",0,0,16.136,-0.07,16.727,-143.751,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108011,"",-1,"","",false,"f00car02",1,0,"","","","","",0,0,4.607,-0.349,8.746,-30,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108012,"",-1,"","",false,"f00car03",1,0,"","","","","",0,0,43.7,0,7.121,-39.494,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108013,"",-1,"","",false,"f00truck07",1,0,"","","","","",0,0,32.807,-0.001,9.804,-116.521,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108014,"",-1,"","",false,"f00wagon00",1,0,"","","","","",0,0,38.43,0,-2.779,-96.862,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108015,"",-1,"","",false,"f00wagon01",1,0,"","","","","",0,0,26.672,-0.348,24.866,-14.629,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108016,"",-1,"","",false,"f00wagon02",1,0,"","","","","",0,0,25.143,0,-2.279,-196.88,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108017,"",-1,"","",false,"f00wagon03",1,0,"","","","","",0,0,44.608,-0.003,19.731,1.769,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108018,"",-1,"","",false,"f00truck05",1,0,"","","","","",0,0,22.303,-0.002,13.412,-77.253,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108100,"",-1,"","",false,"t0108floorcable00",1,1,"","","","","",0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108200,"",-1,"","",false,"f00electgate00",1,0,"","","","","",0,0,-11.18,0.269,-2.674,25,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108201,"",-1,"","",false,"f00electgate00",1,0,"","","","","",0,0,-7.318,0.267,5.52,25,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
170108202,"",-1,"","",false,"f00electgate00",1,0,"","","","","",0,0,9.66,0.269,-23.84,25,0,0,1,1,"wall_cl",1,3,1,1.5,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
