int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
90103001,"",99,"DLCEP1_door_01","",false,"d50wooddoor00",1,0,"","","","","",0,0,-2,0,10,0,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103002,"",99,"DLCEP1_door_01_white","",false,"d50whiteexit00",1,0,"","","","","",0,0,-2,0,10,180,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103003,"",99,"DLCEP1_doorcol_01","",false,"f00iconobj00",1,0,"","","","","",0,0,-2,0,10,180,0,0,1,1,"wall_cl",1.5,4,0.5,1,0,2,160,160,2,2,34,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103004,"",99,"DLCEP1_door_01_out","",false,"f00iconobj00",1,0,"","","","","",0,0,-2,0,11,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103005,"",99,"DLCEP1_door_01_start","",false,"f00iconobj00",1,0,"","","","","",0,0,-2,0,9.8,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103006,"",99,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-1.828,0,14.909,0,0,0,1,1,"wall_cl",15,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103007,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,22.457,0,-2.582,0,0,0,1,1,"wall_cl",2,4,30,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103008,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,2.784,-0.001,-72.01,0,0,0,1,1,"wall_cl",20,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103009,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-11.225,-0.001,7.035,0,0,0,1,1,"wall_cl",2,4,10,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103010,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-10.965,0.469,-40.248,0,0,0,1,1,"wall_cl",2,4,3,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103011,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-9.652,0.153,-73.178,0,0,0,1,1,"wall_cl",2,4,7,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90103100,"",-1,"","",false,"t0103floorcable00",1,1,"","","","","",0,0,0,0,0,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
