int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
90101001,"",99,"DLCEP1_door_01","",false,"d50wooddoor00",1,0,"","","","","",0,0,-8.382,0.3,31.794,15,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101002,"",99,"DLCEP1_door_01_white","",false,"d50whiteexit00",1,0,"","","","","",0,0,-8.382,0.3,31.794,195,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101003,"",99,"DLCEP1_doorcol_01","",false,"f00iconobj00",1,0,"","","","","",0,0,-8.382,0.3,31.794,195,0,0,1,1,"wall_cl",1.5,4,0.5,1,0,2,160,120,2,2,34,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101004,"",99,"DLCEP1_door_01_out","",false,"f00iconobj00",1,0,"","","","","",0,0,-7.944,0.3,33.032,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101005,"",99,"DLCEP1_door_01_start","",false,"f00iconobj00",1,0,"","","","","",0,0,-8.495,0.3,31.437,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101006,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-27.784,0,-31.945,2.323,0,0,1,1,"wall_cl",9,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101007,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-37.287,0.3,-30.14,64.176,0,0,1,1,"wall_cl",5,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101008,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-40.998,0.303,-13.546,66.863,0,0,1,1,"wall_cl",5,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101009,"",99,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-0.506,0.3,34.308,16.118,0,0,1,1,"wall_cl",14,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101010,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-0.447,-0.84,12.276,12.294,0,0,1,1,"wall_cl",5,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101011,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,28,0.309,-11.226,90,0,0,1,1,"wall_cl",9,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
90101012,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,5.036,0.299,-29.667,90,0,0,1,1,"wall_cl",9,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
