string2 0,string 1,string 2,string 3
"omea_001_0_char_OMEGAMON_ALTER-S","char_OMEGAMON_ALTER-S","The Digital World is filled with mysteries.",""
"omea_001_1_replay","char_PLAYER_M","Indeed.",""
"omea_001_1_reaction_char_OMEGAMON_ALTER-S","char_OMEGAMON_ALTER-S","I may not be of much help, but I bet you will
solve many of them along your journey.",""
"omea_001_2_replay","char_PLAYER_M","Yeah, and you're one of them.",""
"omea_001_2_reaction_char_OMEGAMON_ALTER-S","char_OMEGAMON_ALTER-S","I am nothing in the vast scope of the Digital World.
You should tackle a greater enigma.",""
"omea_001_3_replay","char_PLAYER_M","It doesn't bother me.",""
"omea_001_3_reaction_char_OMEGAMON_ALTER-S","char_OMEGAMON_ALTER-S","It does not bother me, either.
All I care about is remaining a force for good.",""
"omea_001_4_replay","char_PLAYER_M","Not really.",""
"omea_001_4_reaction_char_OMEGAMON_ALTER-S","char_OMEGAMON_ALTER-S","The conflict between good and evil is simple enough.
If that is your focus, then that's fine by me.",""
"blgra_001_0_char_BLITZGREYMON","char_BLITZGREYMON","You had better not get too close to me.",""
"blgra_001_1_replay","char_PLAYER_M","But I want to get close to you.",""
"blgra_001_1_reaction_char_BLITZGREYMON","char_BLITZGREYMON","Do not underestimate my electric shocks. 
Get too close during combat, and you would not escape unscathed.",""
"blgra_001_2_replay","char_PLAYER_M","Why?",""
"blgra_001_2_reaction_char_BLITZGREYMON","char_BLITZGREYMON","Because you may get shocked in the aftermath
of my attacks... though that is not certain.",""
"blgra_001_3_replay","char_PLAYER_M","I have no intention of going near you.",""
"blgra_001_3_reaction_char_BLITZGREYMON","char_BLITZGREYMON","Good. Now I can fight without fear of
you getting caught in the crossfire.",""
"blgra_001_4_replay","char_PLAYER_M","I'm already too close.",""
"blgra_001_4_reaction_char_BLITZGREYMON","char_BLITZGREYMON","Then you must step further away.
I do not want you to get shocked.",""
"kugul_001_0_char_CRESGARURUMON","char_CRESGARURUMON","When they speak of a golden swordsman,
they speak of me.",""
"kugul_001_1_replay","char_PLAYER_M","I'd love to have a golden sword!",""
"kugul_001_1_reaction_char_CRESGARURUMON","char_CRESGARURUMON","That alone will not ensure victory, and only I can wield it.
Do what works best for you.",""
"kugul_001_2_replay","char_PLAYER_M","That's some gaudy taste you've got there.",""
"kugul_001_2_reaction_char_CRESGARURUMON","char_CRESGARURUMON","This armor is made not of gold, but of golden Chrondigizoit.
Calling it ""gaudy"" would be simply inaccurate.",""
"kugul_001_3_replay","char_PLAYER_M","That's cool as heck!",""
"kugul_001_3_reaction_char_CRESGARURUMON","char_CRESGARURUMON","I imagine I'll soon have an opportunity to show off
my sword skills. I do hope I am wrong, though.",""
"kugul_001_4_replay","char_PLAYER_M","You shine so bright, I gotta wear shades!",""
"kugul_001_4_reaction_char_CRESGARURUMON","char_CRESGARURUMON","That is who I am. Get a good, long look
at my glorious, golden sheen!",""
"omed_001_0_char_OMEGAMONZWART_D","char_OMEGAMONZWART_D","You... should not get too close to me.",""
"omed_001_1_replay","char_PLAYER_M","But I want to get close to you.",""
"omed_001_1_reaction_char_OMEGAMONZWART_D","char_OMEGAMONZWART_D","I suspect even you might have an idea of
what would come from such an action...",""
"omed_001_2_replay","char_PLAYER_M","I wouldn't, even if you asked me to.",""
"omed_001_2_reaction_char_OMEGAMONZWART_D","char_OMEGAMONZWART_D","A wise decision. That is a natural reaction
for anyone who discerns my true nature.",""
"omed_001_3_replay","char_PLAYER_M","What would happen if I did?",""
"omed_001_3_reaction_char_OMEGAMONZWART_D","char_OMEGAMONZWART_D","Let us just say that our relationship would
face a critical crossroads.",""
"omed_001_4_replay","char_PLAYER_M","But we're friends.",""
"omed_001_4_reaction_char_OMEGAMONZWART_D","char_OMEGAMONZWART_D","Despite that, do not forget that I am a berserker at heart.
Heed my warning.",""
"omeb_001_0_char_OMEGAMON_ALTER-B","char_OMEGAMON_ALTER-B","I know myself better than anyone.",""
"omeb_001_1_replay","char_PLAYER_M","So, who are you?",""
"omeb_001_1_reaction_char_OMEGAMON_ALTER-B","char_OMEGAMON_ALTER-B","I will not answer that question.
Do not test me, human.",""
"omeb_001_2_replay","char_PLAYER_M","How did you turn black?",""
"omeb_001_2_reaction_char_OMEGAMON_ALTER-B","char_OMEGAMON_ALTER-B","I found myself like this before I knew it.
I would appreciate anything you can elucidate.",""
"omeb_001_3_replay","char_PLAYER_M","Even the part of you that rampages out of control?",""
"omeb_001_3_reaction_char_OMEGAMON_ALTER-B","char_OMEGAMON_ALTER-B","I am not sure what you are talking about,
but do not pry too much.",""
"omeb_001_4_replay","char_PLAYER_M","I'd like to learn more about you.",""
"omeb_001_4_reaction_char_OMEGAMON_ALTER-B","char_OMEGAMON_ALTER-B","That is not necessary, but I will be sure to remember you.",""
