int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
180104001,"",99,"DLCEP3_door_01","",false,"d50largedoor00",1,0,"","","","","",0,0,91.173,59.681,-94.169,205,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180104002,"",99,"DLCEP3_doorcol_01","",false,"f00iconobj00",1,0,"","","","","",0,0,91.173,59.681,-94.169,205,0,0,1,1,"wall_cl",4.2,5,0.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180104003,"",99,"DLCEP3_movestart_01","",false,"f00iconobj00",1,0,"","","","","",0,0,90.698,59.708,-95.141,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180104004,"",99,"DLCEP3_moveend_01","",false,"f00iconobj00",1,0,"","","","","",0,0,91.865,59.708,-92.659,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180104005,"",2,"DLCEP3_door_02","",false,"d50largedoor00",1,0,"","","","","",0,0,-6.5,13.197,100,90,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180104006,"",2,"DLCEP3_doorcol_02","",false,"f00iconobj00",1,0,"","","","","",0,0,-6.5,13.197,100,270,0,0,1,1,"wall_cl",4.2,5,0.5,1,0,2,160,160,2,2,34,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180104007,"",-1,"DLCEP3_door_02_white","",false,"d50whiteexit01",1,0,"","","","","",0,0,-6.5,13.24,100,270,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180104008,"",-1,"DLCEP3_movestart_02","",false,"f00iconobj00",1,0,"","","","","",0,0,-6.926,13.24,100.027,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180104009,"",-1,"DLCEP3_moveend_02","",false,"f00iconobj00",1,0,"","","","","",0,0,-4.476,13.24,100.279,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180104010,"",99,"","",false,"f00iconobj00",1,0,"","","","","",0,0,82.841,59.598,-112.092,26.092,0,0,1,1,"wall_cl",20,5,1,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
