int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
185006001,"",1,"DLCEP3_door_1","",false,"f00iconobj00",1,0,"","","","","",0,0,0,0,49.75,180,0,0,1,1,"",0,0,0,0,0,2,160,180,3,1,34,1,0,1.2,0,60,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006002,"",99,"DLCEP3_door_2","",false,"f00iconobj00",1,0,"","","","","",0,0,0,-0.001,-49.75,0,0,0,1,1,"",0,0,0,0,0,2,160,180,3,1,34,1,0,1.2,0,60,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006003,"",99,"DLCEP3_door_3","",false,"f00iconobj00",1,0,"","","","","",0,0,49.75,0,0,270.755,0,0,1,1,"",0,0,0,0,0,2,160,180,3,1,34,1,0,1.2,0,60,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006004,"",99,"DLCEP3_door_4","",false,"f00iconobj00",1,0,"","","","","",0,0,-49.75,0,0,90.013,0,0,1,1,"",0,0,0,0,0,2,160,180,3,1,34,1,0,1.2,0,60,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006005,"",2,"DLCEP3_door_05","",false,"d50wiredoor00",1,0,"","","","","",0,0,4,-0.001,6,0,0,0,2.2,0,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006006,"",-1,"DLCEP3_door_05_white","",false,"d50whiteexit00",1,0,"","","","","",0,0,4,-0.001,6,180,0,0,2.2,0,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006007,"",2,"DLCEP3_doorcol_05","",false,"f00iconobj00",1,0,"","","","","",0,0,4,0,6,180,0,0,1,1,"wall_cl",3.3,4,0.5,1,0,2,160,160,2,2,34,1,0,2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006008,"",2,"DLCEP3_movestart_05","",false,"f00iconobj00",1,0,"","","","","",0,0,4.041,0,5.684,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006009,"",2,"DLCEP3_moveend_05","",false,"f00iconobj00",1,0,"","","","","",0,0,4.017,0,8.867,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006010,"",3,"DLCEP3_door_06","",false,"d50wooddoor00",1,0,"","","","","",0,0,-4,0,6,0,0,0,2.2,0,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006011,"",-1,"DLCEP3_door_06_white","",false,"d50whiteexit00",1,0,"","","","","",0,0,-4,0,6,180,0,0,2.2,0,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006012,"",3,"DLCEP3_doorcol_06","",false,"f00iconobj00",1,0,"","","","","",0,0,-4,0,6,180,0,0,1,1,"wall_cl",3.3,4,0.5,1,0,2,160,160,2,2,34,1,0,2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006013,"",3,"DLCEP3_movestart_06","",false,"f00iconobj00",1,0,"","","","","",0,0,-4.061,0,5.658,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006014,"",3,"DLCEP3_moveend_06","",false,"f00iconobj00",1,0,"","","","","",0,0,-3.909,0,8.738,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006015,"",99,"DLCEP3_door_07","",false,"d50largedoor00",1,0,"","","","","",0,0,7,0,10,45,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006016,"",99,"DLCEP3_door_07a","",false,"d50largedoor02",1,0,"","","","","",0,0,7,0,10,45,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006017,"",99,"DLCEP3_door_07b","",false,"d50largedoor01",1,0,"","","","","",0,0,7,0,10,45,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
185006018,"",99,"DLCEP3_door_07_white","",false,"d50whiteexit01",1,0,"","","","","",0,0,7,0,10,225,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
