string2 0,string 1,string 2,string 3
"d220_010_010","char_BANCHOLEOMON","Parallelmon is here already...?!",""
"d220_010_020","char_HIROKO","Th-They came outta nowhere!
There's no way I can set up my camera in time...!",""
"d220_010_030","char_HIROKO","...Shouldn't we be getting out of here?!",""
"d220_010_040","char_HIROKO","Oh! The door's open!
Let's hide!",""
"d220_010_050","char_BANCHOLEOMON","If we use these doors to our advantage, 
we should be able to safely sneak past Parallelmon.",""
"d220_030_010","char_MIREI","This is an Akashic Backdoor—a pathway that connects 
points in time and space together haphazardly.","d220_030_010"
"d220_030_020","char_MIREI","Beyond such doors, past, present, and future are chaotically
shuffled... then merged together, with no regard to order.","d220_030_020"
"d220_030_030","char_MIREI","This isn't necessarily the same Shinjuku you're familiar with.
You should proceed with caution.","d220_030_030"
"d220_030_040","char_HIROKO","What does it all mean...?","d220_030_040"
"d220_030_050","char_HIROKO","What we're looking at is the ""old"" Shinjuku... 
back before the apocalypse came knocking on our doors!","d220_030_050"
"d220_030_060","char_BANCHOLEOMON","This... used to be a peaceful place?","d220_030_060"
"d220_030_070","char_HIROKO","That's right. You don't see this kind of beauty
anymore in the world I come from.","d220_030_070"
"d220_030_080","char_BANCHOLEOMON","I see... This must be difficult for you.","d220_030_080"
"d220_030_090","char_MIREI","I believe this woman comes from a future in which the global
collapse has already started—a post-Shinjuku Inferno world.","d220_030_090"
"d220_030_100","char_MIREI","It was this incident you call the Shinjuku Inferno
that fueled Parallelmon's rise to power.","d220_030_100"
"d220_030_110","char_MIREI","It led to numerous space-time disturbances which Parallelmon
used to its advantage in order to grow stronger.","d220_030_110"
"d220_030_120","char_BANCHOLILIMON","Bring us back to our own world, right now!
Prepare yourself!","d220_030_120"
"d220_030_130","char_BANCHOLEOMON","Calm down!","d220_030_130"
"d220_030_140","char_BANCHOLILIMON","Oh... What am I even doing?!","d220_030_140"
"d220_030_150","char_BANCHOLEOMON","You didn't come back, so I was starting to worry.","d220_030_150"
"d220_030_160","char_BANCHOLILIMON","Sorry about that.
Before I knew it, the way back was blocked off.","d220_030_160"
"d220_030_170","char_BANCHOLILIMON","But enough about me... Who are those humans?","d220_030_170"
"d220_030_180","char_HIROKO","It's another Bancho! 
Wow, this makes for an amazing shot!","d220_030_180"
"d220_030_190","char_BANCHOLILIMON","Teaming up with others from different worlds 
and different times...? I love it. I'm in.","d220_030_190"
"d220_030_200","char_BANCHOLILIMON","That reminds me... There was something weird
in the room back there. I think we should check it out.","d220_030_200"
"d220_030_210","char_BANCHOLEOMON","All right. Let's go take a look.","d220_030_210"
"d220_040_010","char_BANCHOLILIMON","Over there—that thing, you see?",""
"d220_040_020","char_BANCHOLILIMON","...Hm?",""
"d220_040_030","char_HIROKO","Is that... me?",""
"d220_040_040","char_HIROKO","That was the day I saw Inori for the last time...",""
"d220_040_050","char_HIROKO","I still see it in my dreams.
If only I hadn't fainted then...",""
"d220_040_060","char_HIROKO","If I had known it was gonna be the last time,
I would've said so much more...",""
"d220_040_070","char_HIROKO","I miss you, Inori.",""
"d220_040_080","char_HIROKO","Wait... What just happened?",""
"d220_040_090","char_BANCHOLEOMON","I have no idea. I suppose we should
keep looking elsewhere.",""
"d220_040_100","char_BANCHOLEOMON","BanchoLillymon, you should go back to the square 
where we met the warrior in white and get some rest.",""
"d220_040_110","char_BANCHOLILIMON","Certainly not! I am going with you!",""
"d220_040_120","char_BANCHOLEOMON","Aren't you tired after all this exploring?",""
"d220_040_130","char_BANCHOLILIMON","How could I be tired at a time like this?",""
"d220_040_140","char_BANCHOLILIMON","I simply... want to be by your side...",""
