int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
180210001,"",99,"DLCEP3_door_01","",false,"d50largedoor00",1,0,"","","","","",0,0,-4.384,-5.461,-48.697,86.17,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210002,"",99,"DLCEP3_doorcol_01","",false,"f00iconobj00",1,0,"","","","","",0,0,-4.384,-5.433,-48.697,86.17,0,0,1,1,"wall_cl",4.2,5,0.5,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210003,"",-1,"DLCEP3_movestart_01","",false,"f00iconobj00",1,0,"","","","","",0,0,-3.039,-5.433,-48.643,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210004,"",-1,"DLCEP3_moveend_01","",false,"f00iconobj00",1,0,"","","","","",0,0,-6.731,-5.433,-48.79,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210005,"",-1,"","",false,"d0210panel00",1,0,"","","","","",0,0,0,31.5,12.7,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210006,"",-1,"DLCEP3_door_02","",false,"d50largedoor00",1,0,"","","","","",0,0,0,31.624,16,180,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210007,"",-1,"DLCEP3_door_02_white","",false,"d50whiteexit01",1,0,"","","","","",0,0,0,31.624,16,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210008,"",-1,"DLCEP3_movestart_02","",false,"f00iconobj00",1,0,"","","","","",0,0,0.032,31.624,16.48,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210009,"",-1,"DLCEP3_moveend_02","",false,"f00iconobj00",1,0,"","","","","",0,0,0.043,31.624,14.649,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210010,"",-1,"DLCEP3_doorcol_02","",false,"f00iconobj00",1,0,"","","","","",0,0,0,31.624,16,0,0,0,1,1,"wall_cl",4.2,5,0.5,1,0,2,160,160,2,2,34,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210011,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-23.651,10.839,1.512,0,0,0,1,1,"wall_cl",1,5,8,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210012,"",99,"","",false,"f00iconobj00",1,0,"","","","","",0,0,0.121,-5.433,-26.383,0,0,0,1,1,"wall_cl",15,5,1,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210013,"",-1,"","",false,"d02container01",1,0,"","","","","",0,0,-26.852,10.839,-3.49,270,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210014,"",-1,"","",false,"d02container01",1,0,"","","","","",0,0,-26.895,10.839,-0.87,270,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210015,"",-1,"","",false,"d02container00",1,0,"","","","","",0,0,-25.716,10.839,1.714,270,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210016,"",-1,"","",false,"d02container02",1,0,"","","","","",0,0,-26.13,10.839,3.562,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
180210017,"",-1,"","",false,"d02container00",1,0,"","","","","",0,0,-27.413,13.28,-1.672,251.713,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
