string2 0,string 1,string 2,string 3
"d320_010_010","char_TOUDO","Look...!","d320_010_010"
"d320_010_020","char_OMEGAMON-X","So, the pro-X Program faction has run into the
anti-X Program faction... This can't be good.","d320_010_020"
"d320_010_030","char_JESMON_X","Selection is a natural law. The X Program is a test 
bestowed upon us from on high...","d320_010_030"
"d320_010_040","char_JESMON_X","...so that we might progress towards the next stage
in our evolutionary development as a species.","d320_010_040"
"d320_010_050","char_DUKEMON_X","The X Antibody is no instrument of divine will.
It is a program, no more and no less.","d320_010_050"
"d320_010_060","char_ULFORCEVDRAMON_X","You seriously believe yourselves to be chosen beings?
Your arrogance knows no bounds.","d320_010_060"
"d320_010_070","char_MAGNAMON_X","I can see no value in further conversation.","d320_010_070"
"d320_010_080","char_DORUMON","Aw, they're fighting again?!","d320_010_080"
"d320_010_090","char_OMEGAMON-X","Everyone, please... This place is not our world. Can we not
at least work together until we are able to return home?","d320_010_090"
"d320_010_100","char_MAGNAMON_X","You should already know the answer to that.
Cooperation is out of the question.","d320_010_100"
"d320_010_110","char_ULFORCEVDRAMON_X","We're going to do what we believe is right. 
And it seems they've reached a similar conclusion.","d320_010_110"
"d320_010_120","char_DUKEMON_X","Yes, if we can defeat Parallelmon and make use
of their power, we can solve everything.","d320_010_120"
"d320_010_130","char_JESMON_X","So... it comes down to a race.","d320_010_130"
"d320_010_140","char_JESMON_X","Whoever defeats Parallelmon first will have their way.","d320_010_140"
"d320_010_150","char_OMEGAMON-X","What exactly are you saying?","d320_010_150"
"d320_010_160","char_OMEGAMON-X","And, in any case, Parallelmon will be no easy foe.
Unless we all work together—","d320_010_160"
"d320_010_170","char_DUKEMON_X","Cowards need to keep their mouth shut.","d320_010_170"
"d320_010_180","char_JESMON_X","There are two doors here.
We need not share the same path.","d320_010_180"
"d320_010_190","char_MAGNAMON_X","I couldn't agree more.
From this point on, it'll be a race.","d320_010_190"
"d320_010_200","char_DORUMON","Ugh... Why can't we work together,
even at a time like this?","d320_010_200"
"d320_010_210","char_SIMMONS","Hee hee...","d320_010_210"
"d320_010_220","char_TOUDO","What's so funny?","d320_010_220"
"d320_010_230","char_SIMMONS","They're just so hopelessly naive!
Immature! Idealistic!","d320_010_230"
