int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
145004001,"",1,"DLCEP2_door_01","",false,"d50largedoor00",1,0,"","","","","",0,0,0,0.024,22,180,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
145004002,"",1,"DLCEP2_door_02","",false,"d50largedoor00",1,0,"","","","","",0,0,0,0,-22,0.158,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
145004003,"",1,"DLCEP2_door_03","",false,"d50door00",1,0,"","","","","",0,0,-5.2,0.024,10.5,270,0,0,1,1,"wall_cl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
145004004,"",1,"DLCEP2_door_04","",false,"d50door00",1,0,"","","","","",0,0,-5.2,0.024,-10.5,270,0,0,1,1,"wall_cl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
145004005,"",1,"DLCEP2_door_05","",false,"d50door00",1,0,"","","","","",0,0,5.2,0.024,10.5,90,0,0,1,1,"wall_cl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
145004006,"",1,"DLCEP2_door_06","",false,"d50door00",1,0,"","","InvisibleObjects","","",0,0,5.2,0.024,-10.5,90,0,0,1,1,"wall_cl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
145004007,"",1,"DLCEP2_doorcol_01","",false,"f00iconobj00",1,0,"","","","","",0,0,0,0.024,22,180,0,0,1,1,"wall_cl",3,4,0.5,1,0,2,160,360,1,1,34,1,0,1.2,0,30,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
145004008,"",1,"DLCEP2_doorcol_02","",false,"f00iconobj00",1,0,"","","","","",0,0,0,0,-22,0.158,0,0,1,1,"wall_cl",3,4,0.5,1,0,2,160,360,1,1,34,1,0,1.2,0,30,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
145004009,"",1,"DLCEP2_doorcol_03","",false,"f00iconobj00",1,0,"","","","","",0,0,-5.2,0.024,10.5,90,0,0,1,1,"wall_cl",3,4,0.5,1,0,1.5,160,360,1,1,34,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
145004010,"",1,"DLCEP2_doorcol_04","",false,"f00iconobj00",1,0,"","","","","",0,0,-5.2,0.024,-10.5,90,0,0,1,1,"wall_cl",3,4,0.5,1,0,1.5,160,360,1,1,34,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
