string2 0,string 1,string 2,string 3
"m280_010_010","char_AEGIOMON","Whoa...! We're back?","m280_010_010"
"m280_010_020","char_PLAYER_M","Was that all just a dream?{next}",""
"m280_010_021","char_PLAYER_M","A new anomaly...?{next}",""
"m280_010_022","char_PLAYER_M","Were there any hints in that movie?{next}",""
"m280_010_030","char_INORI","I'm not sure, but... I saw the same thing you did, so it
couldn't have been a dream, or even an illusion.","m280_010_030"
"m280_010_040","char_INORI","That movie talked about poison... You don't think it meant
the wine we delivered, do you?","m280_010_040"
"m280_010_050","char_INORI","Do you think Venusmon is—?","m280_010_050"
"m280_010_060","char_AEGIOMON","Hold on... Take a look at the ocean!","m280_010_060"
"m280_010_070","char_AEGIOMON","Not a drop of red in sight... I-It's back to normal?!","m280_010_070"
"m280_010_080","char_INORI","What in the world is going on here? Let's ask the Digimon.","m280_010_080"
"m280_020_010","char_AEGIOMON","Come to think of it... where's Lanamon? I think she should
know about this, too.",""
"m280_020_015","char_VENUSMON","I thought I saw her getting into MasterBlimpmon just a
while ago...",""
"m280_020_020","char_AEGIOMON","Is it starting to move? W-Wait. If it takes off without us...",""
"m280_020_030","char_INORI","...We won't be able to get back! Let's hurry and get aboard!",""
"m280_030_010","char_AEGIOMON","It's like we're traveling on water, like a boat. Who launched
MasterBlimpmon? ...Was it Lanamon?",""
"m280_030_020","char_VENUSMON","This... this is—!",""
"m280_030_030","char_INORI","What's wrong?",""
"m280_030_040","char_VENUSMON","This is... poison! Highly lethal poison!","m280_040_010"
"m280_030_050","char_INORI","What?!","m280_040_020"
"m280_030_060","char_AEGIOMON","Wh-What could this mean...?!","m280_040_030"
"m280_030_070","char_VENUSMON","I am loath to even conceive of it, but...","m280_040_040"
"m280_030_080","char_VENUSMON","...I believe I have been deceived!","m280_040_050"
"m280_030_090","char_RANAMON","I guess the cat's out of the bag!","m280_040_060"
"m280_030_100","char_INORI","This can't be happening...","m280_040_070"
"m280_030_110","char_INORI","I mean...","m280_040_080"
"m280_030_120","char_INORI","...you've been so kind to us!","m280_040_090"
"m280_030_130","char_RANAMON","Oh, yeah. Sure, sure... Suuuper kind to you, I've been. After all...","m280_040_100"
"m280_030_140","char_RANAMON","...you guys are my precious patsies here.","m280_040_110"
"m280_030_150","char_VENUSMON","You... duped me as well?","m280_040_120"
"m280_030_160","char_RANAMON","...Yep. It was all lies. The whole kit and caboodle.","m280_040_130"
"m280_030_170","char_RANAMON","Every word out of my mouth was a bunch of hogwash.","m280_040_140"
"m280_030_180","char_RANAMON","I'm a member of a less radical faction of Titans—ones who
find all this uncivilized fighting absolutely repugnant.","m280_040_150"
