int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
101401001,"",99,"DLCEP1_door_01","",false,"d50wooddoor00",1,0,"","","","","",0,0,52.183,0.999,-25.537,0,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401002,"",99,"DLCEP1_door_01_white","",false,"d50whiteexit00",1,0,"","","","","",0,0,52.183,0.999,-25.537,180,0,0,1,1,"",0,0,0,1.5,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401003,"",99,"DLCEP1_doorcol_01","",false,"f00iconobj00",1,0,"","","","","",0,0,52.183,1.2,-25.537,180,0,0,1,1,"wall_cl",1.5,4,0.5,1,0,2,160,160,2,2,34,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401004,"",99,"DLCEP1_door_01_out","",false,"f00iconobj00",1,0,"","","","","",0,0,52.137,0.999,-23.444,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401005,"",99,"DLCEP1_door_01_start","",false,"f00iconobj00",1,0,"","","","","",0,0,52.169,1,-25.96,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401006,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,6.92,0.503,68.038,90,0,0,1,1,"wall_cl",10,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401007,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-22.127,0.975,17.886,0,0,0,1,1,"wall_cl",1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401013,"",-1,"","",false,"d1401breakdebris00",1,0,"","","","","",0,0,50.769,1,-16.388,0,0,0,1,1,"wall_cl",6.034,2.931,2.931,0.857,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401014,"",-1,"","",false,"d1401breakdebris00",1,0,"","","","","",0,0,71.743,0.999,-27.166,0,0,0,1,1,"wall_cl",6.034,2.931,2.931,0.857,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401015,"",-1,"","",false,"d1401breakdebris00",1,0,"","","","","",0,0,-15.96,0.999,-4.851,-99.007,0,0,1,1,"wall_cl",6.034,2.931,2.931,0.857,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401016,"",-1,"","",false,"d1403debris00",1,0,"","","","e001","",0,0,5.551,0.038,-18.014,36.091,0,0,1,1,"wall_cl",5,4,10,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401017,"",-1,"","",false,"d1402breakdebris01",1,0,"","","","","",0,0,83.602,-1.667,-39.557,0,0,0,1,1,"wall_cl",6.034,2.931,2.931,0.857,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
101401018,"",-1,"DLCEP1_evlcol_01","",false,"f00iconobj00",1,0,"","","","","",0,0,55.895,1,-21.603,90,0,0,1,1,"wall_cl",2.5,3,1,1,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
