string2 0,string 1,string 2,string 3
"d350_001_010","char_OMEGAMON-X","Are you ready to confront Parallelmon?",""
"d350_001_020","char_PLAYER_M","All set!",""
"d350_001_021","char_PLAYER_M","Not yet.",""
"d350_001_030","char_OMEGAMON-X","We cannot all go, or coordination will prove too difficult.
Choose two fighters to participate in the battle.",""
"d350_010_010","char_PARALLELMON","Why do you try to stop me?","d350_010_010"
"d350_010_020","char_PARALLELMON","Resistance is futile.","d350_010_020"
"d350_010_030","char_PARALLELMON","I can see the future.
None may triumph over fate.","d350_010_030"
"d350_010_040","char_SIMMONS","You can see the future? Don't make me laugh. 
I can't think of anything more easily refutable.","d350_010_040"
"d350_010_050","char_SIMMONS","And you can say none may triumph over fate, but...
we've already come out victorious against it.","d350_010_050"
"d350_010_060","char_SIMMONS","That's why we are here.
Our very existence proves you wrong.","d350_010_060"
"d350_010_070","char_SIMMONS","The future... can be changed!","d350_010_070"
"d350_010_080","char_TOUDO","Get ready!","d350_010_080"
"d350_020_010","char_PARALLELMON","I exist across countless worlds...
I am eternal...","d350_020_010"
"d350_020_020","char_MIREI","This Akashic Backdoor is becoming unstable,
now that its master has been defeated.","d350_020_020"
"d350_020_030","char_MIREI","If you don't hurry and get out of there, you might end up
disappearing into some far-flung corner of space-time.","d350_020_030"
"d350_020_040","char_SIMMONS","We can probably return to our own worlds now.
So... this is goodbye.","d350_020_040"
"d350_020_050","char_SIMMONS","I can't tell you how much we owe you.","d350_020_050"
"d350_020_060","char_ALPHAMON","I feel the same way.
I hope one day we can meet again.","d350_020_060"
"d350_020_070","char_MAGNAMON_X","...I apologize for all the trouble we caused you.","d350_020_070"
"d350_020_080","char_JESMON_X","I believe... we were able to remember something
very important, thanks to all of you.","d350_020_080"
"d350_020_090","char_ULFORCEVDRAMON_X","Yes... something that matters more than
justice or righteousness.","d350_020_090"
"d350_020_100","char_DUKEMON_X","You have my gratitude. Farewell.","d350_020_100"
"d350_020_110","char_ALPHAMON","But this is...","d350_020_110"
"d350_020_120","char_SIMMONS","I want you to have it.
I've got another copy, anyway... in my brain.","d350_020_120"
"d350_020_130","char_SIMMONS","I doubt you'll misuse it after all that. Besides, the theory's
incomplete. You won't be able to use it right away.","d350_020_130"
"d350_020_140","char_SIMMONS","Parallelmon was capable of controlling time through their own body.
It seems they were able to compress their own data.","d350_020_140"
"d350_020_150","char_SIMMONS","Evidently, they were forcing themselves to De-Digivolve to
stay small enough to avoid the stress of space-time travel.","d350_020_150"
"d350_020_160","char_SIMMONS","That may not be much help now...
but maybe one day it will help us reunite.","d350_020_160"
"d350_020_170","char_SIMMONS","...And that's something I'll be looking forward to—
the day we all meet again!","d350_020_170"
"d350_020_180","char_ALPHAMON","...Thank you. I truly cannot thank you enough.","d350_020_180"
"d350_020_190","char_ALPHAMON","...","d350_020_190"
"d350_020_200","char_ALPHAMON","But, before I go, allow me to ask one last thing.","d350_020_200"
"d350_020_210","char_ALPHAMON","That man we saw in your memories, the one who said that
""some things matter more than using righteousness as a weapon""...","d350_020_210"
"d350_020_220","char_ALPHAMON","...What was his name, again?","d350_020_220"
"d350_020_230","char_TOUDO","Kuremi... Kodai Kuremi.","d350_020_230"
"d350_020_240","char_ALPHAMON","Kodai... Kuremi.
Somehow, I feel it was his words that saved us.","d350_020_240"
"d350_020_250","char_ALPHAMON","I will not forget them.","d350_020_250"
"d350_020_260","char_ALPHAMON","If one day we do see each other again... I hope I might meet
this Kuremi, so I can express my gratitude in person.","d350_020_260"
"d350_020_270","char_ALPHAMON","Until then... farewell.","d350_020_270"
"d350_020_280","char_SIMMONS","Well, they're gone...","d350_020_280"
"d350_020_290","char_TOUDO","Looks like it's our turn now...","d350_020_290"
"d350_020_300","char_SIMMONS","We owe you our thanks, too.","d350_020_300"
"d350_020_310","char_SIMMONS","Next time you see the versions of us in your world,
tell them we say hi.","d350_020_310"
"d350_020_320","char_SIMMONS","No, wait— If you did that, would it cause a time paradox?","d350_020_320"
"d350_020_330","char_SIMMONS","...Even if it does, I'm sure the me in your world
can handle it.","d350_020_330"
"d350_020_340","char_KUGA","Huh...? What happened to the data?!","d350_020_340"
"d350_020_350","char_TOUDO","I recommend you get some more sleep while you can,
because there's going to be hell to pay when we get back.","d350_020_350"
"d350_020_360","char_TOUDO","I'm going to have to make sure you suffer enough
that you never get any crazy ideas like that ever again.","d350_020_360"
"d350_020_370","char_KUGA","Eek!","d350_020_370"
"d350_020_380","char_SIMMONS","...A word of advice from me: don't ever do anything
to upset the Asuna in your world.","d350_020_380"
"d350_020_390","char_SIMMONS","I wish we'd gotten more of a chance to talk.
Your very existence is fascinating...","d350_020_390"
"d350_020_400","char_SIMMONS","I'm sure that Agent Alpha—","d350_020_400"
"d350_020_410","char_SIMMONS","Whoops! Listen to me...
I almost let slip something highly unscientific.","d350_020_410"
"d350_020_420","char_SIMMONS","Anyway, so long, agent of an unknown country.
Until we meet again!","d350_020_420"
"d350_030_010","char_MIREI","That Akashic Backdoor has been cut off
from the rest of space-time.","d350_030_010"
"d350_030_020","char_MIREI","It should no longer function as a pathway, meaning
the threat it posed to the laws of reality has passed.","d350_030_020"
"d350_030_030","char_MIREI","But, Parallelmon can travel across space-time.","d350_030_030"
"d350_030_040","char_MIREI","That means it's possible that a Parallelmon born in
another timeline could start causing trouble again.","d350_030_040"
"d350_030_050","char_MIREI","Until then, you'd better rest up, because you're sure to
have your work cut out for you again at that point.","d350_030_050"
"d350_030_060","char_MIREI","For now, though... well done.","d350_030_060"
