string2 0,string 1,string 2,string 3
"m090_010_010","char_OPERATOR_M","It looks like you didn't get much sleep, did you, Agent {player}?","m090_010_010_M m090_010_010_F "
"m090_010_020","char_OPERATOR_M","I'm afraid I couldn't help but overhear... Did what Inori Misono
say get to you?","m090_010_020_M m090_010_020_F"
"m090_010_040","char_OPERATOR_M","I ask since you couldn't seem to step through that door to the roof...
At any rate, it seems she lost her family.","m090_010_040_M m090_010_040_F"
"m090_010_050","char_OPERATOR_M","It's only natural you'd identify with her. After all, you...
lost the person who raised you to an anomaly, as well.","m090_010_050_M m090_010_050_F"
"m090_010_060","char_OPERATOR_M","That said, you can't let your emotions get tied up in this. Inori Misono
and Aegiomon are anomalies themselves.","m090_010_060_M m090_010_060_F"
"m090_010_070","char_OPERATOR_M","Remember, they're just subjects of our investigation. You're
trying to stop a global collapse. Get back to the mission.","m090_010_070_M m090_010_070_F"
"m090_020_010","char_INORI","Good morning, {player}! I made breakfast!","m090_020_010"
"m090_020_020","char_INORI","H-Hey, look!","m090_020_020"
"m090_020_030","char_NEWS_AUDIO","We have word of a bizarre development in Shinjuku. A spatial
distortion has been confirmed in the streets of Kabukicho.","m090_020_030"
"m090_020_040","char_NEWS_AUDIO","Some believe this to be another example of the paranormal
phenomena we've been seeing so many of recently.","m090_020_040"
"m090_020_050","char_NEWS_AUDIO","Riot police are being dispatched to the scene.","m090_020_050"
"m090_020_060","char_INORI","Oh, no! Do you think this is related to the Digimon, too, somehow?","m090_020_060"
"m090_020_070","char_INORI","Maybe we shouldn't tell Aegiomon about this...","m090_020_070"
"m090_020_080","char_PLAYER_M","I don't think you need to worry about him so much.{next}",""
"m090_020_081","char_PLAYER_M","Yeah. Maybe keep it on the down-low for now.{next}",""
"m090_020_090","char_INORI","No? I hope you're right...","m090_020_090"
"m090_020_100","char_INORI","What happened yesterday really seemed to throw him for a
loop, though...","m090_020_100"
"m090_020_110","char_INORI","Yeah...","m090_020_110"
"m090_020_120","char_INORI","I can't stop worrying about it, though. I'm going to go 
check on him. But you go ahead and eat!","m090_020_120"
"m090_020_130","char_OPERATOR_M","So... strange things are happening in Shinjuku's Kabukicho?","m090_020_130_M m090_020_130_F"
"m090_020_140","char_OPERATOR_M","Once you know how this town's going to meet its end, every 
new incident takes on greater significance.","m090_020_140_M m090_020_140_F"
"m090_020_150","char_OPERATOR_M","I think it couldn't hurt to look into it.","m090_020_150_M m090_020_150_F"
"m090_020_160","char_PLAYER_M","Copy that. Starting investigation.{next}",""
"m090_030_010","char_BOY","Look...",""
"m090_030_020","char_BOY","It's not like I came to apologize or anything!",""
"m090_030_030","char_BOY","I just thought I'd... give him... this.",""
"m090_030_040","char_BOY","It's not an apology, okay?! But you HAVE to give it to him!",""
"m090_040_001","char_MINERVAMON","AAAAAAAAAGH!","m090_040_001"
"m090_040_201","char_MINERVAMON","Ngh...!","m090_040_201"
"m090_040_100","","Graaaaagh!","m090_040_100"
"m090_040_202","char_MINERVAMON","Ungh...!","m090_040_202"
"m090_040_101","","Graaagh!","m090_040_101"
"m090_040_203","char_MINERVAMON","*gasp*","m090_040_203"
"m090_040_204","char_MINERVAMON","Yah!","m090_040_204"
"m090_040_205","char_MINERVAMON","Hiyaaaaah!","m090_040_205"
"m090_040_002","char_MINERVAMON","Ungh...!","m090_040_002"
"m090_040_102","","Gaaagh!","m090_040_102"
"m090_040_003","char_MINERVAMON","AAAAAGH!","m090_040_003"
"m090_040_004","char_MINERVAMON","Ngh!","m090_040_004"
"m090_040_005","char_MINERVAMON","Ahhhhh...","m090_040_005"
"m090_040_305","char_MINERVAMON","Hmm?","m090_040_305"
"m090_040_006","char_MINERVAMON","Wha—? *confused noises*","m090_040_006"
"m090_040_010","char_MINERVAMON","You! Egg thief!","m090_040_010"
"m090_040_011","char_MINERVAMON","Ngh...!","m090_040_011"
"m090_040_012","char_MINERVAMON","Huh?!","m090_040_012"
"m090_040_103","","Gwaaaaargh!","m090_040_103"
"m090_040_104","","Gaaaaargh!","m090_040_104"
"m090_040_105","","Graaaaaaaaagh!","m090_040_105"
"m090_040_030","char_MINERVAMON","...Right, egg thief! It's kind of your fault things turned out 
this way!","m090_040_030"
"m090_040_040","char_MINERVAMON","So take some responsibility... and help us out.","m090_040_040"
"m090_040_050","char_MINERVAMON","And you'd better believe what I'm saying, or your world is
in big trouble too, egg thief!","m090_040_050"
"m090_050_010","char_MINERVAMON","Greymon, huh? I know that bad boy's weakness!",""
"m090_050_020","char_MINERVAMON","And I've got just the thing!",""
"m090_050_030","char_MINERVAMON","I'll make an opening for you! I'll set 'em up, and you knock them down!",""
"m090_060_010","char_MINERVAMON","Good. Now's our chance...","m090_060_010"
"m090_060_020","char_MINERVAMON","RUN! Lead the way!","m090_060_020"
"m090_060_030","char_PLAYER_M","Run? Where to?!{next}",""
"m090_060_031","char_PLAYER_M","In that case... Shall we go to my place? {next}",""
"m090_060_040","char_MINERVAMON","How the heck am I supposed to know?! Anywhere's better than here!","m090_060_040"
"m090_060_050","char_MINERVAMON","Maybe your place or something? Whatever! Let's just get out of here!","m090_060_050"
"m090_060_060","char_MINERVAMON","No clue where that is, but fine by me!","m090_060_060"
"m090_060_070","char_MINERVAMON","Go on. I'm right behind you!","m090_060_070"
