int32 0,string3 1,int32 2,string2 3,string2 4,bool 5,string2 6,int32 7,int32 8,string2 9,string2 10,string2 11,string2 12,string2 13,float 14,float 15,float 16,float 17,float 18,float 19,float 20,float 21,float 22,int32 23,string2 24,float 25,float 26,float 27,float 28,float 29,float 30,float 31,float 32,float 33,float 34,int32 35,int32 36,float 37,float 38,float 39,float 40,int32 41,float 42,float 43,float 44,float 45,float 46,float 47,float 48,string2 49,int32 50,int32 51,int32 52,int32 53,string2 54,string2 55,int32 56
181301001,"",1,"DLCEP3_door_01","",false,"d50wooddoor00",1,0,"","","","","",0,0,12.517,0,16.566,180,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301002,"",-1,"DLCEP3_doorcol_01","",false,"f00iconobj00",1,0,"","","","","",0,0,12.517,0,16.566,180,0,0,1,1,"wall_cl",1.5,4,0.5,1,0,2,160,160,2,2,34,1,0,1.2,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301003,"",-1,"DLCEP3_movestart_01","",false,"f00iconobj00",1,0,"","","","","",0,0,12.502,0,16.874,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301004,"",-1,"DLCEP3_moveend_01","",false,"f00iconobj00",1,0,"","","","","",0,0,12.412,0,11.224,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301005,"",2,"DLCEP3_door_02","",false,"d50wooddoor00",1,0,"","","","","",0,0,12.517,0,16.566,0,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301006,"",-1,"DLCEP3_door_02_white","",false,"d50whiteexit00",1,0,"","","","","",0,0,12.517,0,16.566,180,0,0,1,1,"",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301007,"",-1,"DLCEP3_movestart_02","",false,"f00iconobj00",1,0,"","","","","",0,0,12.48,0,16.229,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301008,"",-1,"DLCEP3_moveend_02","",false,"f00iconobj00",1,0,"","","","","",0,0,12.5,0,19.031,86.17,0,0,1,1,"",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301009,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-48.894,21.871,14.808,0,0,0,1,1,"wall_cl",20,5,1,0,0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301010,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-20.063,-0.001,-4.726,180,0,0,1,1,"wall_cl",10,4,10,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301011,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-20.063,-0.001,-21.093,180,0,0,1,1,"wall_cl",10,4,10,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301012,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-20.063,-0.001,11.987,180,0,0,1,1,"wall_cl",10,4,10,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301013,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-0.173,-0.001,5.355,180,0,0,1,1,"wall_cl",20,4,10,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301014,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,4.808,-0.001,-22.34,180,0,0,1,1,"wall_cl",30,4,15,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301015,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,-12.831,-0.001,-33.904,180,0,0,1,1,"wall_cl",10,4,10,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
181301016,"",-1,"","",false,"f00iconobj00",1,0,"","","","","",0,0,37.221,0,5.039,180,0,0,1,1,"wall_cl",5,4,5,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,"",0,0,-1,0,"","",-1
