string2 0,string 1,string 2,string 3
"f_d0501_0010_0010","char_GUARDROMON_GL","Oh, it's you folks! You met Lord Vulcanusmon, didn't you!",""
"f_d0501_0010_0020","char_PLAYER_M","{next}How did you know?",""
"f_d0501_0010_0021","char_PLAYER_M","{next}Yes... And I had a pretty hard time of it, too...",""
"f_d0501_0010_0022","char_PLAYER_M","{next}No, not yet.",""
"f_d0501_0010_0030","char_GUARDROMON_GL","Because the electricity is back on! I knew you folks would
come through!",""
"f_d0501_0010_0040","char_GUARDROMON_GL","I bet it wasn't! That was something none of us could do!",""
"f_d0501_0010_0050","char_GUARDROMON_GL","Come on! Quit with the kidding! You talked to Vulcanusmon
down there by the reactor on the lowest level, didn't you!",""
"f_d0501_0010_0060","char_GUARDROMON_GL","There are still some Titans left, but we can handle the rest!",""
"f_d0501_0010_0070","char_GUARDROMON_GL","Now that you've done that, the Locomon Railroad should be 
working! Try going up this way and heading for the station!",""
"f_d0501_0010_0080","char_GUARDROMON_GL","We've got our hands full fending off the Titans here, so
could you head down to the lowest level on your own?",""
"f_d0501_0010_0090","char_GUARDROMON_GL","You'll need the help of Kokuwamon here in the village to
reach the lowest level. Go talk to Kokuwamon first, okay?",""
"f_d0501_0010_0100","char_GUARDROMON_GL","Thanks for your help. We'll handle everything else from here!",""
"f_d0501_0010_0110","char_GUARDROMON_GL","The Locomon Railroad should be working now! The station is 
up this way and just ahead. You should make your way there!",""
"f_d0501_0020_0010","char_GUARDROMON","My apologies, but the Locomon Railroad isn't operating
right now, due to a lack of power.",""
"f_d0501_0030_0010","char_GUARDROMON","Now that power has been restored, we're making preparations
to depart. Please wait a while longer.",""
"f_d0501_0040_0010","char_ANDROMON","TO MY DISMAY, SOME OF THE GUARDROMON UNDER MY CONTROL HAVE
GONE HAYWIRE...",""
"f_d0501_0040_0020","char_ANDROMON","THE GUARDROMON IN THE LOWER LEVELS ARE VERY LIKELY TO ATTACK.
IF YOU DECIDE TO GO, PLEASE PROCEED WITH CAUTION.",""
"f_d0501_0040_0030","char_ANDROMON","ALTHOUGH THEY ARE OUR COMRADES, THIS IS AN EMERGENCY SITUATION,
SO THERE IS NO NEED TO HOLD BACK IF ATTACKED.",""
"f_d0501_0040_0040","char_ANDROMON","INFORMATION HAS BEEN SHARED.
THE PROBLEM APPEARS TO BE SOLVED.",""
"f_d0501_0040_0050","char_ANDROMON","BUT WE DO NOT KNOW IF OR WHEN THE TITANS WILL ATTACK AGAIN.
WE MUST REINFORCE OUR SECURITY WHILE WE CAN.",""
"f_d0501_0050_0010","char_KOKUWAMON_A","Ngh... I can't move...",""
"f_d0501_0050_0020","char_KOKUWAMON_A","If I had a new fuse, I could be of some help. If it isn't
too much trouble, could you bring me one?",""
"f_d0501_0050_0030","char_KOKUWAMON_A","One of my friends in the village should have one. Thanks.",""
"f_d0501_0050_0050","char_KOKUWAMON_A","Oh, no... You mean the merchant was out of fuses?
Uh-oh. That complicates things.",""
"f_d0501_0050_0060","char_AEGIOMON","Is there any way to get you back up and running
without a fuse?",""
"f_d0501_0050_0070","char_KOKUWAMON_A","Well... maybe, say, a HUGE burst of electricity...",""
"f_d0501_0050_0080","char_KOKUWAMON_A","I might be able to reactivate if I were given a powerful
jolt that got me crackling like a livewire.",""
"f_d0501_0050_0090","char_KOKUWAMON_A","WOOOOO HOOOOOOO...! AW, YEAH! HERE WE GOOOOOOOOOOO!",""
"f_d0501_0050_0100","char_KOKUWAMON_A","I'm buzzing! Crackling! Bursting with life! More juiced up
than I've ever been!",""
"f_d0501_0050_0110","char_INORI","U-Um...",""
"f_d0501_0050_0120","char_KOKUWAMON_A","Oops. Pardon the little slip in my composure, there.",""
"f_d0501_0050_0130","char_KOKUWAMON_A","You have my sincere thanks, everyone! As you can see, I'm
working once again.",""
"f_d0501_0050_0140","char_KOKUWAMON_A","Guardromon told me everything. You wish to see Lord
Vulcanusmon, yes?",""
