string2 0,string 1,string 2,string 3
"s095_082_010","char_VULCANUSMON","I'm glad you're here! You know... I have to apologize for my
rudeness before.",""
"s095_082_020","char_VULCANUSMON","I'd be delighted if from now on any items crafted by this
workshop could serve you.",""
"s095_082_030","char_VULCANUSMON","I'd need to charge for materials and labor, but all of our
items are top-shelf.",""
"s095_082_035","char_VULCANUSMON","It's good to see you. What can I do for you today?",""
"s095_082_040","char_PLAYER_M","Show me what you've got for sale.",""
"s095_082_041","char_PLAYER_M","{next}Didn't you need some advice?",""
"s095_082_042","char_PLAYER_M","{end}I'll be back later.",""
"s095_082_050","char_VULCANUSMON","Of course! Please take a look.",""
"s095_082_060","char_VULCANUSMON","Yes, advice... Take a look at this. It washed up here not
too long ago.",""
"s095_082_070","char_VULCANUSMON","It looks like an action-figure hand. But this detail! Like
it could come to life!",""
"s095_082_080","char_VULCANUSMON","You appreciate fine cfraftmanship, too, yes?",""
"s095_082_090","char_VULCANUSMON","Very well. I'll see you again, then.",""
"s095_082_100","char_PLAYER_M","{next}Yes, I do.",""
"s095_082_101","char_PLAYER_M","{next}Are those supposed to be earthworms?",""
"s095_082_102","char_PLAYER_M","{next}Are you sure this is from an action figure?",""
"s095_082_110","char_VULCANUSMON","Ah, you have a keen eye! As you can see, each individual
finger is expertly recreated.",""
"s095_082_120","char_VULCANUSMON","Well, I guess not all humans are well-versed in the art form
that is action figures.",""
"s095_082_130","char_VULCANUSMON","What? You think it's an actual human hand?
Haha. No way... Or at least I hope not.",""
"s095_082_140","char_VULCANUSMON","At any rate, it's a wonderful piece. You can really get a
feel for the artist's passion.",""
"s095_082_150","char_VULCANUSMON","If possible, I'd like to get a figure from the same series
as this particular part.",""
"s095_082_160","char_VULCANUSMON","Maybe you could go to that Akihabara place and look for it?",""
"s095_082_170","char_PLAYER_M","{next}Sure. No problem.",""
"s095_082_171","char_PLAYER_M","{next}Does it have to be Akihabara?",""
"s095_082_172","char_PLAYER_M","{end}Sorry. I'm busy right now. Maybe some other time.",""
"s095_082_180","char_VULCANUSMON","Oh, so you'll do it? I'm looking forward to seeing
what you find.",""
"s095_082_190","char_VULCANUSMON","Akihabara is where you can find all of the latest tech, so
I'd prefer you go there.",""
"s095_082_200","char_VULCANUSMON","Yes, you must have a lot going on. Okay, please come back
when you've got some time.",""
"s095_082_210","char_VULCANUSMON","I'd like to ask you again...
Would you go to Akihabara for me?",""
"s095_082_220","char_PLAYER_M","{next}Sure thing.",""
"s095_082_221","char_PLAYER_M","Show me what you've got for sale.",""
"s095_082_222","char_PLAYER_M","{end}I'm still busy.",""
"s095_082_230","char_VULCANUSMON","Oh, so you'll do it? I'm looking forward to seeing what you
find.",""
"s095_082_240","char_VULCANUSMON","You're still busy, huh? All right. Come back when you're
free.",""
"s095_082_250","char_VULCANUSMON","Here. You can take this piece as a reference.",""
"s095_082_260","char_VULCANUSMON","Oh, that reminds me... Something else washed ashore
with that part.",""
"s095_082_270","char_VULCANUSMON","I think it's some kind of receipt from a model store.
You should check there first.",""
"s095_082_280","char_VULCANUSMON","Well, good luck to you!",""
"s095_082_290","char_MANAGER","Welcome to my shop. What can I do for you?
Hm? This looks like an action figure part...",""
"s095_082_300","char_MANAGER","Even with twenty years of experience, I can't determine
the origin from the hand alone.",""
"s095_082_310","char_MANAGER","One of my regulars is even more knowledgeable than I am,
though. Maybe you could ask her?",""
"s095_082_320","char_SIMMONS","Oh! This is quite the coincidence. I didn't know you also
liked action figures.",""
"s095_082_330","char_SIMMONS","What's that you've got there? ...Huh? Wait... Oh!",""
"s095_082_340","char_SIMMONS","It's off a limited-edition ""snacking"" version of the Sayori
the Cutie Magician figure!",""
"s095_082_350","char_PLAYER_M","{next}You know where this part is from?",""
"s095_082_351","char_PLAYER_M","{next}How could you tell from just the hand?",""
"s095_082_352","char_PLAYER_M","{next}You're really into this kind of thing.",""
"s095_082_360","char_SIMMONS","Of course I do! It was all anybody could talk about. You
mean you don't know it?!",""
"s095_082_370","char_SIMMONS","Look at the fingertips. The bits of sweets prove it's from
the snacking edition.",""
"s095_082_380","char_SIMMONS","Well, action figures are an art form that I believe everyone
should take an interest in.",""
"s095_082_390","char_SIMMONS","Someone was impressed by the level of detail and asked you
to look into this figure?",""
