string2 0,string 1,string 2,string 3
"f_d0601_0010_0010","","Get on board?",""
"f_d0601_0010_0020","","Yes.",""
"f_d0601_0010_0021","","{end}No.",""
"f_d0601_0030_0010","char_APOLLOMON","You must be surprised... that this is how things turned out.",""
"f_d0601_0030_0020","char_APOLLOMON","That's right. This is the former site of Iliad Temple.",""
"f_d0601_0030_0030","char_DIANAMON","Junomon has been acting strangely ever since being separated
from the Great Guardian and having the treasure stolen from her...",""
"f_d0601_0030_0040","char_DIANAMON","But what exactly changed her...? That is what I want to know.",""
"f_d0602_0010_0010","","It seems you can't proceed further right now.",""
"f_d0602_0020_0010","char_APOLLOMON","It appears we made it in time.",""
"f_d0602_0020_0020","char_DIANAMON","We shall accompany you from here on out.",""
"f_d0602_0030_0010","char_INROOMBROADCAST","Warning. There is an escaped Digimon with the ability to transform
on the loose. Be careful when sharing information.",""
"f_d0603_0010_0010","char_CLAVISANGEMON","They must be around here somewhere! Find them immediately!","f_d0603_0010_0010"
"f_d0603_0010_0013","char_TUNOMON_TITAMON","They've gotten ahead of us, somehow. Listen up, kid.","f_d0603_0010_0013"
"f_d0603_0010_0015","char_TUNOMON_TITAMON","In order to open the cells from the Gamma Device, you have
to operate two other devices somewhere around here, too.","f_d0603_0010_0015"
"f_d0603_0010_0016","char_TUNOMON_TITAMON","Those two devices are referred to as the Alpha Device
and the Beta Device.","f_d0603_0010_0016"
"f_d0603_0010_0017","char_TUNOMON_TITAMON","ClavisAngemon is a dangerous opponent. Make sure to
avoid him while we look for those two devices.","f_d0603_0010_0017"
"f_d0603_0020_0010","char_TUNOMON_TITAMON","That ought to do it. The Beta Device is taken care of.",""
"f_d0603_0020_0020","char_TUNOMON_TITAMON","Now we try and find the Alpha Device!",""
"f_d0603_0020_0030","char_TUNOMON_TITAMON","We should be able to use that Gamma Device now.
Let's return to the east passage and open Minervamon's cell!",""
"f_d0603_0020_0040","char_ORGEMON","Eh? We can get out now! I don't know how it all went down,
but I'll take it!",""
"f_d0603_0020_0050","char_HYOUGAMON","Lord Titamon! Youse responsible for this?! You're the best!",""
"f_d0603_0020_0060","char_FUGAMON","This facility's more dangerous than ya think. I say we all
follow Lord Titamon's lead!",""
"f_d0603_0020_0070","char_ORGEMON","Yeah, that's probably the safest bet. Okay, everybody
follow Lord Titamon!",""
"f_d0603_0030_0010","char_TUNOMON_TITAMON","There... That unlocked the Alpha Device.","f_d0603_0030_0010"
"f_d0603_0030_0020","char_TUNOMON_TITAMON","Now, let's find the Beta Device!","f_d0603_0030_0020"
"f_d0603_0030_0030","char_TUNOMON_TITAMON","We should be able to use that Gamma Device now.
Let's return to the east passage and open Minervamon's cell!","f_d0603_0030_0030"
"f_d0603_0030_0040","char_WITCHMON","Phew, I thought I was done for! Ah, Lord Titamon...",""
"f_d0603_0030_0050","char_TUNOMON_TITAMON","Oh, it's you, Witchmon! I'm glad to see you're safe, but...",""
"f_d0603_0030_0060","char_TUNOMON_TITAMON","...we're totally trapped in here. Looks like we'll need to
find a way out.",""
"f_d0603_0030_0070","char_WITCHMON","I'll follow wherever you lead, Lord Titamon!",""
"f_d0603_0050_0010","char_ORGEMON","Hey! What's this all about?! How're we supposed to get
outta here now?!",""
"f_d0603_0050_0020","char_FUGAMON","This ain't good! Not good at all! We've reached a dead end!",""
"f_d0603_0050_0030","char_HYOUGAMON","Forget about that, will ya? What's this? It looks like some
kinda switch or somethin'!",""
"f_d0603_0060_0010","char_ORGEMON","We've gotta find a way out of here, and fast!",""
"f_d0603_0060_0020","char_FUGAMON","Tell me somethin' I don't know! If it was that easy, we
would've already found it by now!",""
"f_d0603_0060_0030","char_HYOUGAMON","Shut yer trap for a sec, okay? There's a switch over here!",""
"f_d0603_0060_0040","char_FUGAMON","Don't ya dare flip that switch.",""
"f_d0603_0060_0050","char_ORGEMON","This is no joke. Don't flip it, no matter what!",""
"f_d0603_0060_0060","char_ORGEMON","We ain't stupid, ya know. Nothin' ever goes yer way when
ya flip these things!",""
"f_d0603_0060_0070","char_HYOUGAMON","So yer sayin' it's a trap? Hehe. We're too smart to fall for
that. There's no way I'm flippin' it!",""
"f_d0603_0070_0010","char_CLAVISANGEMON","There you are! Now, surrender quietly if you know what's
good for you!",""
"f_d0603_0070_0020","char_HYOUGAMON","U-Uh-oh! This ain't good!",""
"f_d0603_0070_0030","char_FUGAMON","What're we gonna do now?!",""
"f_d0603_0070_0040","char_ORGEMON","L-Lord Titamon!",""
"f_d0603_0070_0050","char_TUNOMON_TITAMON","We don't stand a chance in a full-on battle! Retreat!
Run for your lives!",""
"f_d0603_0070_0060","char_TUNOMON_TITAMON","Run and don't look back!",""
"f_d0603_0070_0070","char_ORGEMON","Dwaaaaah!",""
"f_d0603_0070_0080","char_HYOUGAMON","Daaaaah! Ogremon!",""
"f_d0603_0070_0090","char_FUGAMON","Damn it! I can't just leave 'em behind...! Lord Titamon,
get yerself to safety!",""
"f_d0603_0070_0100","char_TUNOMON_TITAMON","Hey, wait! Urk... Okay, we'll meet up later!",""
"f_d0603_0070_0110","char_TUNOMON_TITAMON","Let's go, kid!",""
"f_d0603_0080_0010","char_WITCHMON","H-He's here...!",""
"f_d0603_0080_0020","char_TUNOMON_TITAMON","Wait... Witchmon! Put that sucker to sleep!",""
"f_d0603_0080_0030","char_WITCHMON","Umm... Let's see...",""
"f_d0603_0080_0040","char_WITCHMON","Idle Bubble!",""
"f_d0603_0080_0050","char_TUNOMON_TITAMON","Nice work!",""
"f_d0603_0080_0060","char_CLAVISANGEMON","*yawn* ...Whoops!",""
"f_d0603_0080_0070","char_WITCHMON","Whaaat?!",""
"f_d0603_0080_0080","char_TUNOMON_TITAMON","Hit him with your spell again!",""
"f_d0603_0080_0090","char_WITCHMON","Idle Bubble!",""
"f_d0603_0080_0100","char_CLAVISANGEMON","...Huh? What just happened...?",""
"f_d0603_0080_0110","char_WITCHMON","I knew it! It wears off almost immediately!",""
"f_d0603_0080_0120","char_CLAVISANGEMON","I see... So you are the ones behind this!",""
"f_d0603_0080_0130","char_TUNOMON_TITAMON","Looks like we don't have any other choice but to flee!",""
"f_d0603_0090_0010","char_CLAVISANGEMON","You are not getting away from me that easily!","f_d0603_0090_0010"
